# Young-Laplace-Residuum (gamma*kappa - delta_p) * a / gamma, ausgewertet
# ALLEIN aus den Knotenkoordinaten: Tangentenwinkel aus den Sehnen,
# Meridiankruemmung aus deren Drehung.  Teilt keinen Code mit dem Loeser.
variant,Pi,s_m,s_over_arclength,residual
pi+1.98,1.980000000e+00,1.906831849e-06,2.641601509e-01,2.007118101e-08
pi+1.98,1.980000000e+00,1.910356492e-06,2.646484321e-01,1.986192077e-08
pi+1.98,1.980000000e+00,1.913881135e-06,2.651367134e-01,2.044268102e-08
pi+1.98,1.980000000e+00,1.917405778e-06,2.656249946e-01,2.007212069e-08
pi+1.98,1.980000000e+00,1.920930421e-06,2.661132758e-01,1.989047246e-08
pi+1.98,1.980000000e+00,1.924455064e-06,2.666015571e-01,2.008790002e-08
pi+1.98,1.980000000e+00,1.927979707e-06,2.670898383e-01,2.028464948e-08
pi+1.98,1.980000000e+00,1.931504350e-06,2.675781196e-01,2.003741139e-08
pi+1.98,1.980000000e+00,1.935028993e-06,2.680664008e-01,2.010462627e-08
pi+1.98,1.980000000e+00,1.938553636e-06,2.685546821e-01,1.985348460e-08
pi+1.98,1.980000000e+00,1.942078279e-06,2.690429633e-01,2.035775192e-08
pi+1.98,1.980000000e+00,1.945602922e-06,2.695312445e-01,2.019311849e-08
pi+1.98,1.980000000e+00,1.949127565e-06,2.700195258e-01,1.970752237e-08
pi+1.98,1.980000000e+00,1.952652208e-06,2.705078070e-01,2.047585062e-08
pi+1.98,1.980000000e+00,1.956176850e-06,2.709960883e-01,1.978435053e-08
pi+1.98,1.980000000e+00,1.959701493e-06,2.714843695e-01,2.008842519e-08
pi+1.98,1.980000000e+00,1.963226136e-06,2.719726507e-01,2.022212654e-08
pi+1.98,1.980000000e+00,1.966750779e-06,2.724609320e-01,2.030783596e-08
pi+1.98,1.980000000e+00,1.970275422e-06,2.729492132e-01,1.983548707e-08
pi+1.98,1.980000000e+00,1.973800065e-06,2.734374945e-01,2.006661301e-08
pi+1.98,1.980000000e+00,1.977324708e-06,2.739257757e-01,1.992592344e-08
pi+1.98,1.980000000e+00,1.980849351e-06,2.744140569e-01,2.047932481e-08
pi+1.98,1.980000000e+00,1.984373994e-06,2.749023382e-01,2.002076039e-08
pi+1.98,1.980000000e+00,1.987898637e-06,2.753906194e-01,1.980998459e-08
pi+1.98,1.980000000e+00,1.991423280e-06,2.758789007e-01,2.028128475e-08
pi+1.98,1.980000000e+00,1.994947923e-06,2.763671819e-01,2.011027318e-08
pi+1.98,1.980000000e+00,1.998472566e-06,2.768554631e-01,1.997866608e-08
pi+1.98,1.980000000e+00,2.001997209e-06,2.773437444e-01,2.020046850e-08
pi+1.98,1.980000000e+00,2.005521852e-06,2.778320256e-01,2.008162611e-08
pi+1.98,1.980000000e+00,2.009046495e-06,2.783203069e-01,1.998739522e-08
pi+1.98,1.980000000e+00,2.012571138e-06,2.788085881e-01,2.016579623e-08
pi+1.98,1.980000000e+00,2.016095781e-06,2.792968693e-01,2.023661649e-08
pi+1.98,1.980000000e+00,2.019620424e-06,2.797851506e-01,1.975368647e-08
pi+1.98,1.980000000e+00,2.023145067e-06,2.802734318e-01,2.040225157e-08
pi+1.98,1.980000000e+00,2.026669710e-06,2.807617131e-01,1.991804786e-08
pi+1.98,1.980000000e+00,2.030194353e-06,2.812499943e-01,2.011784573e-08
pi+1.98,1.980000000e+00,2.033718996e-06,2.817382755e-01,2.010776362e-08
pi+1.98,1.980000000e+00,2.037243639e-06,2.822265568e-01,2.020093411e-08
pi+1.98,1.980000000e+00,2.040768282e-06,2.827148380e-01,1.988331683e-08
pi+1.98,1.980000000e+00,2.044292925e-06,2.832031193e-01,2.016278041e-08
pi+1.98,1.980000000e+00,2.047817568e-06,2.836914005e-01,2.025616378e-08
pi+1.98,1.980000000e+00,2.051342211e-06,2.841796817e-01,1.980537273e-08
pi+1.98,1.980000000e+00,2.054866854e-06,2.846679630e-01,2.028671234e-08
pi+1.98,1.980000000e+00,2.058391497e-06,2.851562442e-01,2.013387377e-08
pi+1.98,1.980000000e+00,2.061916140e-06,2.856445255e-01,1.983831978e-08
pi+1.98,1.980000000e+00,2.065440783e-06,2.861328067e-01,2.044862654e-08
pi+1.98,1.980000000e+00,2.068965426e-06,2.866210879e-01,1.977489379e-08
pi+1.98,1.980000000e+00,2.072490069e-06,2.871093692e-01,2.011560822e-08
pi+1.98,1.980000000e+00,2.076014712e-06,2.875976504e-01,2.039698455e-08
pi+1.98,1.980000000e+00,2.079539355e-06,2.880859317e-01,1.968113495e-08
pi+1.98,1.980000000e+00,2.083063998e-06,2.885742129e-01,2.026398181e-08
pi+1.98,1.980000000e+00,2.086588641e-06,2.890624941e-01,2.037859022e-08
pi+1.98,1.980000000e+00,2.090113283e-06,2.895507754e-01,1.964359294e-08
pi+1.98,1.980000000e+00,2.093637926e-06,2.900390566e-01,2.024477256e-08
pi+1.98,1.980000000e+00,2.097162569e-06,2.905273379e-01,2.034767263e-08
pi+1.98,1.980000000e+00,2.100687212e-06,2.910156191e-01,1.981420851e-08
pi+1.98,1.980000000e+00,2.104211855e-06,2.915039003e-01,1.996113135e-08
pi+1.98,1.980000000e+00,2.107736498e-06,2.919921816e-01,2.037480938e-08
pi+1.98,1.980000000e+00,2.111261141e-06,2.924804628e-01,1.994630457e-08
pi+1.98,1.980000000e+00,2.114785784e-06,2.929687441e-01,2.002675179e-08
pi+1.98,1.980000000e+00,2.118310427e-06,2.934570253e-01,2.040826188e-08
pi+1.98,1.980000000e+00,2.121835070e-06,2.939453065e-01,1.970576455e-08
pi+1.98,1.980000000e+00,2.125359713e-06,2.944335878e-01,2.023801896e-08
pi+1.98,1.980000000e+00,2.128884356e-06,2.949218690e-01,2.027330212e-08
pi+1.98,1.980000000e+00,2.132408999e-06,2.954101503e-01,1.995039166e-08
pi+1.98,1.980000000e+00,2.135933642e-06,2.958984315e-01,1.992351529e-08
pi+1.98,1.980000000e+00,2.139458285e-06,2.963867127e-01,2.012253848e-08
pi+1.98,1.980000000e+00,2.142982928e-06,2.968749940e-01,2.023692153e-08
pi+1.98,1.980000000e+00,2.146507571e-06,2.973632752e-01,2.015667271e-08
pi+1.98,1.980000000e+00,2.150032214e-06,2.978515565e-01,2.002181678e-08
pi+1.98,1.980000000e+00,2.153556857e-06,2.983398377e-01,1.993237803e-08
pi+1.98,1.980000000e+00,2.157081500e-06,2.988281189e-01,2.036835881e-08
pi+1.98,1.980000000e+00,2.160606143e-06,2.993164002e-01,1.987622720e-08
pi+1.98,1.980000000e+00,2.164130786e-06,2.998046814e-01,2.007813220e-08
pi+1.98,1.980000000e+00,2.167655429e-06,3.002929627e-01,2.007087919e-08
pi+1.98,1.980000000e+00,2.171180072e-06,3.007812439e-01,2.040345725e-08
pi+1.98,1.980000000e+00,2.174704715e-06,3.012695251e-01,1.969414354e-08
pi+1.98,1.980000000e+00,2.178229358e-06,3.017578064e-01,2.027957562e-08
pi+1.98,1.980000000e+00,2.181754001e-06,3.022460876e-01,2.022975382e-08
pi+1.98,1.980000000e+00,2.185278644e-06,3.027343689e-01,1.964082502e-08
pi+1.98,1.980000000e+00,2.188803287e-06,3.032226501e-01,2.036982446e-08
pi+1.98,1.980000000e+00,2.192327930e-06,3.037109313e-01,2.034586249e-08
pi+1.98,1.980000000e+00,2.195852573e-06,3.041992126e-01,1.966313742e-08
pi+1.98,1.980000000e+00,2.199377216e-06,3.046874938e-01,2.048590898e-08
pi+1.98,1.980000000e+00,2.202901859e-06,3.051757751e-01,1.965147939e-08
pi+1.98,1.980000000e+00,2.206426502e-06,3.056640563e-01,2.050823225e-08
pi+1.98,1.980000000e+00,2.209951145e-06,3.061523375e-01,1.980216576e-08
pi+1.98,1.980000000e+00,2.213475788e-06,3.066406188e-01,2.026072333e-08
pi+1.98,1.980000000e+00,2.217000431e-06,3.071289000e-01,2.010399002e-08
pi+1.98,1.980000000e+00,2.220525074e-06,3.076171813e-01,1.989554229e-08
pi+1.98,1.980000000e+00,2.224049716e-06,3.081054625e-01,2.001638878e-08
pi+1.98,1.980000000e+00,2.227574359e-06,3.085937437e-01,2.024886126e-08
pi+1.98,1.980000000e+00,2.231099002e-06,3.090820250e-01,2.021199051e-08
pi+1.98,1.980000000e+00,2.234623645e-06,3.095703062e-01,2.006870565e-08
pi+1.98,1.980000000e+00,2.238148288e-06,3.100585875e-01,2.014317395e-08
pi+1.98,1.980000000e+00,2.241672931e-06,3.105468687e-01,1.989175823e-08
pi+1.98,1.980000000e+00,2.245197574e-06,3.110351499e-01,2.009289540e-08
pi+1.98,1.980000000e+00,2.248722217e-06,3.115234312e-01,2.021873365e-08
pi+1.98,1.980000000e+00,2.252246860e-06,3.120117124e-01,1.988821080e-08
pi+1.98,1.980000000e+00,2.255771503e-06,3.124999937e-01,2.011119153e-08
pi+1.98,1.980000000e+00,2.259296146e-06,3.129882749e-01,2.034658526e-08
pi+1.98,1.980000000e+00,2.262820789e-06,3.134765561e-01,1.984458926e-08
pi+1.98,1.980000000e+00,2.266345432e-06,3.139648374e-01,2.036323465e-08
pi+1.98,1.980000000e+00,2.269870075e-06,3.144531186e-01,1.961591855e-08
pi+1.98,1.980000000e+00,2.273394718e-06,3.149413999e-01,2.044040809e-08
pi+1.98,1.980000000e+00,2.276919361e-06,3.154296811e-01,2.015857419e-08
pi+1.98,1.980000000e+00,2.280444004e-06,3.159179623e-01,1.984936330e-08
pi+1.98,1.980000000e+00,2.283968647e-06,3.164062436e-01,2.043338687e-08
pi+1.98,1.980000000e+00,2.287493290e-06,3.168945248e-01,1.977272187e-08
pi+1.98,1.980000000e+00,2.291017933e-06,3.173828061e-01,2.024547802e-08
pi+1.98,1.980000000e+00,2.294542576e-06,3.178710873e-01,2.001292224e-08
pi+1.98,1.980000000e+00,2.298067219e-06,3.183593685e-01,1.985203263e-08
pi+1.98,1.980000000e+00,2.301591862e-06,3.188476498e-01,2.029319269e-08
pi+1.98,1.980000000e+00,2.305116505e-06,3.193359310e-01,2.042495956e-08
pi+1.98,1.980000000e+00,2.308641148e-06,3.198242123e-01,1.971570782e-08
pi+1.98,1.980000000e+00,2.312165791e-06,3.203124935e-01,2.030692324e-08
pi+1.98,1.980000000e+00,2.315690434e-06,3.208007747e-01,1.990703895e-08
pi+1.98,1.980000000e+00,2.319215077e-06,3.212890560e-01,2.004730597e-08
pi+1.98,1.980000000e+00,2.322739720e-06,3.217773372e-01,2.011798417e-08
pi+1.98,1.980000000e+00,2.326264363e-06,3.222656185e-01,2.019623452e-08
pi+1.98,1.980000000e+00,2.329789006e-06,3.227538997e-01,1.997839001e-08
pi+1.98,1.980000000e+00,2.333313649e-06,3.232421809e-01,2.022930713e-08
pi+1.98,1.980000000e+00,2.336838292e-06,3.237304622e-01,2.003245344e-08
pi+1.98,1.980000000e+00,2.340362935e-06,3.242187434e-01,2.015202100e-08
pi+1.98,1.980000000e+00,2.343887578e-06,3.247070247e-01,1.997813688e-08
pi+1.98,1.980000000e+00,2.347412221e-06,3.251953059e-01,2.004401810e-08
pi+1.98,1.980000000e+00,2.350936864e-06,3.256835871e-01,2.027371743e-08
pi+1.98,1.980000000e+00,2.354461507e-06,3.261718684e-01,2.005645565e-08
pi+1.98,1.980000000e+00,2.357986150e-06,3.266601496e-01,1.992595885e-08
pi+1.98,1.980000000e+00,2.361510792e-06,3.271484309e-01,2.025984683e-08
pi+1.98,1.980000000e+00,2.365035435e-06,3.276367121e-01,1.999410616e-08
pi+1.98,1.980000000e+00,2.368560078e-06,3.281249933e-01,2.011395865e-08
pi+1.98,1.980000000e+00,2.372084721e-06,3.286132746e-01,2.008542345e-08
pi+1.98,1.980000000e+00,2.375609364e-06,3.291015558e-01,2.013828643e-08
pi+1.98,1.980000000e+00,2.379134007e-06,3.295898371e-01,2.003590509e-08
pi+1.98,1.980000000e+00,2.382658650e-06,3.300781183e-01,2.008734627e-08
pi+1.98,1.980000000e+00,2.386183293e-06,3.305663995e-01,2.013220649e-08
pi+1.98,1.980000000e+00,2.389707936e-06,3.310546808e-01,2.017024148e-08
pi+1.98,1.980000000e+00,2.393232579e-06,3.315429620e-01,2.004625643e-08
pi+1.98,1.980000000e+00,2.396757222e-06,3.320312433e-01,2.005986343e-08
pi+1.98,1.980000000e+00,2.400281865e-06,3.325195245e-01,2.005523708e-08
pi+1.98,1.980000000e+00,2.403806508e-06,3.330078057e-01,2.003241883e-08
pi+1.98,1.980000000e+00,2.407331151e-06,3.334960870e-01,2.013433415e-08
pi+1.98,1.980000000e+00,2.410855794e-06,3.339843682e-01,2.013050340e-08
pi+1.98,1.980000000e+00,2.414380437e-06,3.344726495e-01,2.009475060e-08
pi+1.98,1.980000000e+00,2.417905080e-06,3.349609307e-01,2.002166788e-08
pi+1.98,1.980000000e+00,2.421429723e-06,3.354492119e-01,2.020222753e-08
pi+1.98,1.980000000e+00,2.424954366e-06,3.359374932e-01,1.996485303e-08
pi+1.98,1.980000000e+00,2.428479009e-06,3.364257744e-01,2.011986956e-08
pi+1.98,1.980000000e+00,2.432003652e-06,3.369140557e-01,2.006865897e-08
pi+1.98,1.980000000e+00,2.435528295e-06,3.374023369e-01,2.017943824e-08
pi+1.98,1.980000000e+00,2.439052938e-06,3.378906181e-01,2.006372195e-08
pi+1.98,1.980000000e+00,2.442577581e-06,3.383788994e-01,2.010287650e-08
pi+1.98,1.980000000e+00,2.446102224e-06,3.388671806e-01,2.005170897e-08
pi+1.98,1.980000000e+00,2.449626867e-06,3.393554619e-01,2.014014485e-08
pi+1.98,1.980000000e+00,2.453151510e-06,3.398437431e-01,2.005057291e-08
pi+1.98,1.980000000e+00,2.456676153e-06,3.403320243e-01,2.001337296e-08
pi+1.98,1.980000000e+00,2.460200796e-06,3.408203056e-01,2.016250997e-08
pi+1.98,1.980000000e+00,2.463725439e-06,3.413085868e-01,2.011664488e-08
pi+1.98,1.980000000e+00,2.467250082e-06,3.417968681e-01,2.009742878e-08
pi+1.98,1.980000000e+00,2.470774725e-06,3.422851493e-01,2.000574528e-08
pi+1.98,1.980000000e+00,2.474299368e-06,3.427734305e-01,2.008172793e-08
pi+1.98,1.980000000e+00,2.477824011e-06,3.432617118e-01,2.022580436e-08
pi+1.98,1.980000000e+00,2.481348654e-06,3.437499930e-01,1.998682900e-08
pi+1.98,1.980000000e+00,2.484873297e-06,3.442382743e-01,2.002569823e-08
pi+1.98,1.980000000e+00,2.488397940e-06,3.447265555e-01,2.018115984e-08
pi+1.98,1.980000000e+00,2.491922583e-06,3.452148367e-01,2.015277838e-08
pi+1.98,1.980000000e+00,2.495447225e-06,3.457031180e-01,1.999904923e-08
pi+1.98,1.980000000e+00,2.498971868e-06,3.461913992e-01,2.023984117e-08
pi+1.98,1.980000000e+00,2.502496511e-06,3.466796805e-01,1.995066974e-08
pi+1.98,1.980000000e+00,2.506021154e-06,3.471679617e-01,2.004392152e-08
pi+1.98,1.980000000e+00,2.509545797e-06,3.476562429e-01,2.019531215e-08
pi+1.98,1.980000000e+00,2.513070440e-06,3.481445242e-01,2.009245916e-08
pi+1.98,1.980000000e+00,2.516595083e-06,3.486328054e-01,1.995372621e-08
pi+1.98,1.980000000e+00,2.520119726e-06,3.491210867e-01,2.021506830e-08
pi+1.98,1.980000000e+00,2.523644369e-06,3.496093679e-01,2.004658924e-08
pi+1.98,1.980000000e+00,2.527169012e-06,3.500976491e-01,2.010163983e-08
pi+1.98,1.980000000e+00,2.530693655e-06,3.505859304e-01,2.014844701e-08
pi+1.98,1.980000000e+00,2.534218298e-06,3.510742116e-01,2.002320919e-08
pi+1.98,1.980000000e+00,2.537742941e-06,3.515624929e-01,2.009276581e-08
pi+1.98,1.980000000e+00,2.541267584e-06,3.520507741e-01,2.004395170e-08
pi+1.98,1.980000000e+00,2.544792227e-06,3.525390553e-01,2.022750866e-08
pi+1.98,1.980000000e+00,2.548316870e-06,3.530273366e-01,1.989645822e-08
pi+1.98,1.980000000e+00,2.551841513e-06,3.535156178e-01,2.021405820e-08
pi+1.98,1.980000000e+00,2.555366156e-06,3.540038991e-01,2.015171918e-08
pi+1.98,1.980000000e+00,2.558890799e-06,3.544921803e-01,1.989353376e-08
pi+1.98,1.980000000e+00,2.562415442e-06,3.549804615e-01,2.018504854e-08
pi+1.98,1.980000000e+00,2.565940085e-06,3.554687428e-01,2.024705435e-08
pi+1.98,1.980000000e+00,2.569464728e-06,3.559570240e-01,1.994829178e-08
pi+1.98,1.980000000e+00,2.572989371e-06,3.564453053e-01,1.998203564e-08
pi+1.98,1.980000000e+00,2.576514014e-06,3.569335865e-01,2.029928027e-08
pi+1.98,1.980000000e+00,2.580038657e-06,3.574218677e-01,1.987216465e-08
pi+1.98,1.980000000e+00,2.583563300e-06,3.579101490e-01,2.028822548e-08
pi+1.98,1.980000000e+00,2.587087943e-06,3.583984302e-01,2.002546562e-08
pi+1.98,1.980000000e+00,2.590612586e-06,3.588867115e-01,2.002161717e-08
pi+1.98,1.980000000e+00,2.594137229e-06,3.593749927e-01,2.029521813e-08
pi+1.98,1.980000000e+00,2.597661872e-06,3.598632739e-01,1.983455946e-08
pi+1.98,1.980000000e+00,2.601186515e-06,3.603515552e-01,2.018805631e-08
pi+1.98,1.980000000e+00,2.604711158e-06,3.608398364e-01,2.016844825e-08
pi+1.98,1.980000000e+00,2.608235801e-06,3.613281177e-01,2.018210878e-08
pi+1.98,1.980000000e+00,2.611760444e-06,3.618163989e-01,1.984768798e-08
pi+1.98,1.980000000e+00,2.615285087e-06,3.623046801e-01,2.026657025e-08
pi+1.98,1.980000000e+00,2.618809730e-06,3.627929614e-01,1.993709292e-08
pi+1.98,1.980000000e+00,2.622334373e-06,3.632812426e-01,2.017142865e-08
pi+1.98,1.980000000e+00,2.625859016e-06,3.637695239e-01,2.005978778e-08
pi+1.98,1.980000000e+00,2.629383658e-06,3.642578051e-01,2.010985264e-08
pi+1.98,1.980000000e+00,2.632908301e-06,3.647460863e-01,2.015208901e-08
pi+1.98,1.980000000e+00,2.636432944e-06,3.652343676e-01,2.001678598e-08
pi+1.98,1.980000000e+00,2.639957587e-06,3.657226488e-01,2.021004837e-08
pi+1.98,1.980000000e+00,2.643482230e-06,3.662109301e-01,1.988587307e-08
pi+1.98,1.980000000e+00,2.647006873e-06,3.666992113e-01,2.022553031e-08
pi+1.98,1.980000000e+00,2.650531516e-06,3.671874925e-01,2.002591473e-08
pi+1.98,1.980000000e+00,2.654056159e-06,3.676757738e-01,2.003957406e-08
pi+1.98,1.980000000e+00,2.657580802e-06,3.681640550e-01,2.016649364e-08
pi+1.98,1.980000000e+00,2.661105445e-06,3.686523363e-01,2.018835008e-08
pi+1.98,1.980000000e+00,2.664630088e-06,3.691406175e-01,2.001874783e-08
pi+1.98,1.980000000e+00,2.668154731e-06,3.696288987e-01,2.010030899e-08
pi+1.98,1.980000000e+00,2.671679374e-06,3.701171800e-01,1.994196757e-08
pi+1.98,1.980000000e+00,2.675204017e-06,3.706054612e-01,2.027943759e-08
pi+1.98,1.980000000e+00,2.678728660e-06,3.710937425e-01,1.999725961e-08
pi+1.98,1.980000000e+00,2.682253303e-06,3.715820237e-01,2.013523559e-08
pi+1.98,1.980000000e+00,2.685777946e-06,3.720703049e-01,1.989699547e-08
pi+1.98,1.980000000e+00,2.689302589e-06,3.725585862e-01,2.037235294e-08
pi+1.98,1.980000000e+00,2.692827232e-06,3.730468674e-01,1.995365095e-08
pi+1.98,1.980000000e+00,2.696351875e-06,3.735351487e-01,2.013522835e-08
pi+1.98,1.980000000e+00,2.699876518e-06,3.740234299e-01,2.004391790e-08
pi+1.98,1.980000000e+00,2.703401161e-06,3.745117111e-01,2.011883451e-08
pi+1.98,1.980000000e+00,2.706925804e-06,3.749999924e-01,1.998031042e-08
pi+1.98,1.980000000e+00,2.710450447e-06,3.754882736e-01,2.033443707e-08
pi+1.98,1.980000000e+00,2.713975090e-06,3.759765549e-01,1.980653053e-08
pi+1.98,1.980000000e+00,2.717499733e-06,3.764648361e-01,2.024145411e-08
pi+1.98,1.980000000e+00,2.721024376e-06,3.769531174e-01,2.014706345e-08
pi+1.98,1.980000000e+00,2.724549019e-06,3.774413986e-01,2.005163854e-08
pi+1.98,1.980000000e+00,2.728073662e-06,3.779296798e-01,2.004241764e-08
pi+1.98,1.980000000e+00,2.731598305e-06,3.784179611e-01,2.009122772e-08
pi+1.98,1.980000000e+00,2.735122948e-06,3.789062423e-01,2.013881160e-08
pi+1.98,1.980000000e+00,2.738647591e-06,3.793945236e-01,1.998094465e-08
pi+1.98,1.980000000e+00,2.742172234e-06,3.798828048e-01,2.008436707e-08
pi+1.98,1.980000000e+00,2.745696877e-06,3.803710860e-01,2.021500955e-08
pi+1.98,1.980000000e+00,2.749221520e-06,3.808593673e-01,2.010833709e-08
pi+1.98,1.980000000e+00,2.752746163e-06,3.813476485e-01,1.996782539e-08
pi+1.98,1.980000000e+00,2.756270806e-06,3.818359298e-01,2.014229826e-08
pi+1.98,1.980000000e+00,2.759795449e-06,3.823242110e-01,2.007533933e-08
pi+1.98,1.980000000e+00,2.763320091e-06,3.828124922e-01,2.014686908e-08
pi+1.98,1.980000000e+00,2.766844734e-06,3.833007735e-01,2.011621709e-08
pi+1.98,1.980000000e+00,2.770369377e-06,3.837890547e-01,2.001505915e-08
pi+1.98,1.980000000e+00,2.773894020e-06,3.842773360e-01,2.015916617e-08
pi+1.98,1.980000000e+00,2.777418663e-06,3.847656172e-01,2.007981759e-08
pi+1.98,1.980000000e+00,2.780943306e-06,3.852538984e-01,1.997867856e-08
pi+1.98,1.980000000e+00,2.784467949e-06,3.857421797e-01,2.016921528e-08
pi+1.98,1.980000000e+00,2.787992592e-06,3.862304609e-01,2.015997224e-08
pi+1.98,1.980000000e+00,2.791517235e-06,3.867187422e-01,1.993994575e-08
pi+1.98,1.980000000e+00,2.795041878e-06,3.872070234e-01,2.032363903e-08
pi+1.98,1.980000000e+00,2.798566521e-06,3.876953046e-01,1.993794808e-08
pi+1.98,1.980000000e+00,2.802091164e-06,3.881835859e-01,2.003218743e-08
pi+1.98,1.980000000e+00,2.805615807e-06,3.886718671e-01,2.010273041e-08
pi+1.98,1.980000000e+00,2.809140450e-06,3.891601484e-01,2.014923819e-08
pi+1.98,1.980000000e+00,2.812665093e-06,3.896484296e-01,2.010184788e-08
pi+1.98,1.980000000e+00,2.816189736e-06,3.901367108e-01,2.014014324e-08
pi+1.98,1.980000000e+00,2.819714379e-06,3.906249921e-01,2.001336330e-08
pi+1.98,1.980000000e+00,2.823239022e-06,3.911132733e-01,2.004574051e-08
pi+1.98,1.980000000e+00,2.826763665e-06,3.916015546e-01,2.016558575e-08
pi+1.98,1.980000000e+00,2.830288308e-06,3.920898358e-01,1.993907449e-08
pi+1.98,1.980000000e+00,2.833812951e-06,3.925781170e-01,2.025031042e-08
pi+1.98,1.980000000e+00,2.837337594e-06,3.930663983e-01,2.014222019e-08
pi+1.98,1.980000000e+00,2.840862237e-06,3.935546795e-01,1.991978073e-08
pi+1.98,1.980000000e+00,2.844386880e-06,3.940429608e-01,2.025031243e-08
pi+1.98,1.980000000e+00,2.847911523e-06,3.945312420e-01,1.999681694e-08
pi+1.98,1.980000000e+00,2.851436166e-06,3.950195232e-01,2.009160319e-08
pi+1.98,1.980000000e+00,2.854960809e-06,3.955078045e-01,2.008765614e-08
pi+1.98,1.980000000e+00,2.858485452e-06,3.959960857e-01,2.015763291e-08
pi+1.98,1.980000000e+00,2.862010095e-06,3.964843670e-01,1.996105931e-08
pi+1.98,1.980000000e+00,2.865534738e-06,3.969726482e-01,2.023053494e-08
pi+1.98,1.980000000e+00,2.869059381e-06,3.974609294e-01,2.001146021e-08
pi+1.98,1.980000000e+00,2.872584024e-06,3.979492107e-01,2.012717127e-08
pi+1.98,1.980000000e+00,2.876108667e-06,3.984374919e-01,2.005422980e-08
pi+1.98,1.980000000e+00,2.879633310e-06,3.989257732e-01,2.018422275e-08
pi+1.98,1.980000000e+00,2.883157953e-06,3.994140544e-01,1.995367510e-08
pi+1.98,1.980000000e+00,2.886682596e-06,3.999023356e-01,2.022313544e-08
pi+1.98,1.980000000e+00,2.890207239e-06,4.003906169e-01,1.994797828e-08
pi+1.98,1.980000000e+00,2.893731882e-06,4.008788981e-01,2.023397613e-08
pi+1.98,1.980000000e+00,2.897256525e-06,4.013671794e-01,1.998578871e-08
pi+1.98,1.980000000e+00,2.900781167e-06,4.018554606e-01,2.007175206e-08
pi+1.98,1.980000000e+00,2.904305810e-06,4.023437418e-01,2.020518459e-08
pi+1.98,1.980000000e+00,2.907830453e-06,4.028320231e-01,1.996565306e-08
pi+1.98,1.980000000e+00,2.911355096e-06,4.033203043e-01,2.026081750e-08
pi+1.98,1.980000000e+00,2.914879739e-06,4.038085856e-01,1.990470243e-08
pi+1.98,1.980000000e+00,2.918404382e-06,4.042968668e-01,2.023304330e-08
pi+1.98,1.980000000e+00,2.921929025e-06,4.047851480e-01,1.991742369e-08
pi+1.98,1.980000000e+00,2.925453668e-06,4.052734293e-01,2.024811354e-08
pi+1.98,1.980000000e+00,2.928978311e-06,4.057617105e-01,1.998541204e-08
pi+1.98,1.980000000e+00,2.932502954e-06,4.062499918e-01,2.013789164e-08
pi+1.98,1.980000000e+00,2.936027597e-06,4.067382730e-01,2.008610034e-08
pi+1.98,1.980000000e+00,2.939552240e-06,4.072265542e-01,2.011884980e-08
pi+1.98,1.980000000e+00,2.943076883e-06,4.077148355e-01,2.009426849e-08
pi+1.98,1.980000000e+00,2.946601526e-06,4.082031167e-01,2.001599319e-08
pi+1.98,1.980000000e+00,2.950126169e-06,4.086913980e-01,2.012259080e-08
pi+1.98,1.980000000e+00,2.953650812e-06,4.091796792e-01,1.998788015e-08
pi+1.98,1.980000000e+00,2.957175455e-06,4.096679604e-01,2.018221180e-08
pi+1.98,1.980000000e+00,2.960700098e-06,4.101562417e-01,2.004362332e-08
pi+1.98,1.980000000e+00,2.964224741e-06,4.106445229e-01,2.023532911e-08
pi+1.98,1.980000000e+00,2.967749384e-06,4.111328042e-01,1.995362198e-08
pi+1.98,1.980000000e+00,2.971274027e-06,4.116210854e-01,2.009753020e-08
pi+1.98,1.980000000e+00,2.974798670e-06,4.121093666e-01,2.024106536e-08
pi+1.98,1.980000000e+00,2.978323313e-06,4.125976479e-01,1.986452168e-08
pi+1.98,1.980000000e+00,2.981847956e-06,4.130859291e-01,2.028988350e-08
pi+1.98,1.980000000e+00,2.985372599e-06,4.135742104e-01,1.995818474e-08
pi+1.98,1.980000000e+00,2.988897242e-06,4.140624916e-01,2.004928513e-08
pi+1.98,1.980000000e+00,2.992421885e-06,4.145507728e-01,2.023073012e-08
pi+1.98,1.980000000e+00,2.995946528e-06,4.150390541e-01,1.998399709e-08
pi+1.98,1.980000000e+00,2.999471171e-06,4.155273353e-01,2.019980851e-08
pi+1.98,1.980000000e+00,3.002995814e-06,4.160156166e-01,1.998449248e-08
pi+1.98,1.980000000e+00,3.006520457e-06,4.165038978e-01,2.013568793e-08
pi+1.98,1.980000000e+00,3.010045100e-06,4.169921790e-01,2.013016697e-08
pi+1.98,1.980000000e+00,3.013569743e-06,4.174804603e-01,2.011379526e-08
pi+1.98,1.980000000e+00,3.017094386e-06,4.179687415e-01,1.998103640e-08
pi+1.98,1.980000000e+00,3.020619029e-06,4.184570228e-01,2.006381169e-08
pi+1.98,1.980000000e+00,3.024143672e-06,4.189453040e-01,2.021515764e-08
pi+1.98,1.980000000e+00,3.027668315e-06,4.194335852e-01,2.001346069e-08
pi+1.98,1.980000000e+00,3.031192958e-06,4.199218665e-01,2.024459147e-08
pi+1.98,1.980000000e+00,3.034717600e-06,4.204101477e-01,2.001938690e-08
pi+1.98,1.980000000e+00,3.038242243e-06,4.208984290e-01,1.998939248e-08
